Subj,Antisaccade,AntisaccadeT,Stroop.control,Stroop.incongruent,Stroop,StroopPerf,StroopPerfT,x.l,x.m,x.n,x.s,SSRTshort,SSRTmed,SSRTlong,ToAvgS,ToAvgM,ToAvgL,SSRTavg,LetMem,LetMemT,LetMemHard,LetMemHardT,KeepTrack,KeepTrackT,SpatialBack,SpatialBackT,NumLet.0,NumLet.1,NumLett,NumLetPerf,ColShape.0,ColShape.1,ColShape,ColShapePerf,CatSwitch.0,CatSwitch.1,CatSwitch,CatSwitchPerf,SD1,SD2,SD3,SD4,FR1,FR2,FR3,FR4
31,0.9222222,1.1737889,841.7904,856.9968,-15.2063797,0.975,1.346721,0.96875,1,0.9861111,0.96875,-933.09,-1055.11,-484.09,NA,NA,NA,NA,0.8133333,0.9498587,0.8933333,1.1047087,0.8055556,0.9366125,0.9772727,1.3571897,934.8462,1390.8635,-456.01727,0.9901961,666.3,1221.5282,-555.22821,0.9313725,636.1918,912.1078,-275.91599,0.8529412,0.75,0.925,0.825,0.85,0.5625,0.775,0.7375,0.7375
37,0.8777778,1.0712037,646.9706,661.3822,-14.4115446,0.9333333,1.2035883,0.28125,0.25,0.96875,0.15625,-657.53,-346.81,-199.16,-657.53,-346.81,-199.16,-401.1667,0.6666667,0.7297277,0.88,1.0758622,0.8055556,0.9366125,0.9431818,1.2320795,955.9485,1215.4851,-259.53667,0.9509804,755.096,1096.3908,-341.29476,0.9411765,929.8349,1089.4119,-159.57701,0.872549,0.5125,0.6,0.8,0.8375,0.525,0.6375,0.65,0.7625
18,0.7777778,0.8911225,695.2563,675.0172,20.2391345,0.9416667,1.2275487,0.4375,0.21875,0.9930556,0,NA,-214.41,-166.01,NA,-214.41,-166.01,-190.21,0.76,0.8633131,0.88,1.0758622,0.8055556,0.9366125,0.9772727,1.3571897,715.4847,1204.1624,-488.67776,0.9411765,715.8187,1055.8765,-340.05782,0.9803922,754.157,1008.8833,-254.72631,0.872549,0.8625,0.8875,0.9125,0.95,0.65,0.6375,0.65,0.7125
57,0.9222222,1.1737889,1515.4002,1572.2479,-56.8476672,0.9583333,1.2811093,0.78125,0.6875,0.9375,0.1875,-540.54,-293.39,-199.67,-540.54,-293.39,-199.67,-344.5333,0.5333333,0.5625362,0.8133333,0.9498587,0.8055556,0.9366125,0.9318182,1.1993908,1047.4855,1504.8784,-457.3929,0.9705882,869.2633,1609.4035,-740.1402,0.9509804,1225.1364,1695.7158,-470.57947,0.8823529,0.6875,0.8125,0.8375,0.8625,NA,NA,NA,NA
17,0.6,0.6435011,1012.5622,1047.9364,-35.3742,0.9333333,1.2035883,0.96875,0.65625,0.9583333,0.46875,-561.03,-229.33,-500.85,-561.03,-229.33,NA,-395.18,0.7066667,0.7847759,0.88,1.0758622,0.8055556,0.9366125,0.6931818,0.7658943,843.4937,1221.3639,-377.8702,1,907.6774,1178.1394,-270.46202,0.8627451,928.3345,1243.6523,-315.31776,0.8921569,0.6875,0.825,0.775,0.7125,0.625,0.675,0.575,0.6
85,0.8444444,1.0055271,882.3676,903.9882,-21.620653,0.975,1.346721,0.71875,0.21875,0.9305556,0.03125,-434.08,-197.04,-179.63,NA,-197.04,-179.63,-188.335,0.8533333,1.0223457,0.9333333,1.2035883,0.8055556,0.9366125,0.9090909,1.1410967,686.5782,1289.284,-602.70584,0.9019608,676.5905,1007.3033,-330.71286,0.9215686,848.7249,1199.0264,-350.30151,0.8921569,0.725,0.8625,0.8,0.825,0.6875,0.775,0.7125,0.825
149,0.7,0.7753975,879.7396,923.0556,-43.3159851,0.95,1.2532359,1,1,0.9583333,0.96875,-1149.58,-1061.02,-886.02,NA,NA,NA,NA,0.68,0.7477626,0.8,0.9272952,0.8055556,0.9366125,0.8409091,0.9989609,860.1565,1276.872,-416.71545,0.9607843,658.9477,930.4733,-271.52566,0.9607843,901.0857,1220.1447,-319.05899,0.8921569,0.5625,0.5875,0.775,0.875,0.625,0.725,0.6375,0.725
165,0.7,0.7753975,1172.3506,1070.3614,101.9891484,0.9833333,1.3879676,0.96875,1,0.9826389,0.96875,-949.52,-1108.36,-469.52,NA,NA,NA,NA,0.9466667,1.2427284,0.9866667,1.407315,0.8055556,0.9366125,0.6704545,0.7348213,946.3143,1445.7202,-499.40591,0.9803922,772.4136,1342.1393,-569.72579,0.9901961,825.5359,1015.055,-189.51912,0.9019608,0.5,0.475,0.5,0.4875,0.5,0.55,0.45,0.575
128,0.9111111,1.1459719,875.1304,875.5677,-0.4373012,1,1.5707963,0.84375,0.25,0.9895833,0.03125,-441.97,-226.91,-269.89,NA,-226.91,-269.89,-248.4,0.7733333,0.8840821,0.8533333,1.0223457,0.8055556,0.9366125,0.8522727,1.0203148,912.3155,1276.4428,-364.12726,0.9901961,726.5316,1002.5172,-275.98563,0.7941176,718.085,847.825,-129.74,0.9117647,0.875,0.8875,0.8875,0.8875,0.6,0.775,0.7875,0.8375
150,0.9111111,1.1459719,641.5673,664.1557,-22.5883529,0.925,1.1810356,0.5625,0.46875,0.9131944,0.125,-550.78,-458.11,-339.43,NA,-458.11,-339.43,-398.77,0.8533333,1.0223457,0.9066667,1.135314,0.8055556,0.9366125,0.7272727,0.8143399,677.4853,942.9412,-265.45581,0.9411765,609.4697,992.2756,-382.8059,0.8627451,686.2026,867.4277,-181.2251,0.9117647,0.825,0.8875,0.7875,0.8,0.675,0.6625,0.6125,0.7
92,0.8555556,1.026623,649.8022,681.94,-32.1377551,0.9666667,1.3118748,0.03125,0.0625,0.9756944,0.03125,-670.49,-401.93,-174.49,NA,NA,NA,NA,0.76,0.8633131,0.8933333,1.1047087,0.8055556,0.9366125,0.9431818,1.2320795,788.3081,1066.7444,-278.43625,0.9607843,622.2539,834.3424,-212.08854,0.9215686,687.6353,794.365,-106.72971,0.9117647,0.75,0.8125,0.8375,0.9,0.6,0.5,0.5,0.475
106,0.4111111,0.4236726,998.0957,1038.0604,-39.9646164,1,1.5707963,0.34375,0.03125,0.9930556,0,NA,-190.95,-187.9,NA,NA,-187.9,-187.9,0.7733333,0.8840821,0.8266667,0.9731577,0.8055556,0.9366125,0.7840909,0.90123,854.0441,1092.8917,-238.84761,0.9215686,779.6323,1120.1458,-340.5135,0.8823529,1204.601,1282.0744,-77.47347,0.9313725,0.7375,0.8125,0.875,0.85,0.6,0.5875,0.65,0.675
102,0.5,0.5235988,1026.9371,976.1652,50.7718803,0.95,1.2532359,0.53125,0.0625,0.9305556,0.03125,-547.17,-248.5,-360.89,NA,NA,-360.89,NA,0.36,0.3682679,0.508218,0.4444372,0.8055556,0.9366125,1,1.5707963,925.6678,1216.5617,-290.89393,1,871.4235,1209.5255,-338.10205,0.9803922,906.1261,1182.4535,-276.32742,0.9313725,0.5375,0.5125,0.8,0.7625,0.65,0.7,0.6875,0.7125
71,0.8333333,0.9851108,1006.6575,1077.3131,-70.6556373,0.9916667,1.4416071,0.34375,0.125,0.9930556,0.03125,-539.69,-310.49,-260.16,NA,NA,-260.16,-260.16,0.6266667,0.6772684,0.7066667,0.7847759,0.8055556,0.9366125,0.8522727,1.0203148,981.4375,1497.4962,-516.05872,0.9901961,860.7469,1210.8879,-350.14104,0.9509804,1211.4821,1348.2114,-136.72934,0.9411765,0.8125,0.7125,0.7375,0.75,0.6875,0.6875,0.6375,0.7
133,0.7333333,0.823212,931.7091,930.0917,1.6174323,0.9083333,1.1392818,0.9375,0.96875,0.9965278,1,-1106.88,-545.53,-235.99,NA,NA,NA,NA,0.7066667,0.7847759,0.8533333,1.0223457,0.8055556,0.9366125,0.875,1.0654358,908.9589,1261.4197,-352.46083,0.9607843,651.6235,988.9505,-337.32695,0.9607843,746.8568,904.6974,-157.84062,0.9509804,0.575,0.5125,0.525,0.5125,0.525,0.725,0.6625,0.6
73,0.6,0.6435011,1191.2512,1215.6474,-24.3961684,0.9833333,1.3879676,0.59375,0.28125,0.8888889,0.09375,-503.98,-308.56,-290.86,NA,-308.56,-290.86,-299.71,0.7466667,0.8430368,0.8666667,1.0484815,0.8055556,0.9366125,0.9204545,1.1692419,825.3751,1220.5158,-395.14067,0.9901961,833.4511,1089.0033,-255.55219,0.9411765,792.7786,1037.6319,-244.85332,0.9705882,0.675,0.9,0.8625,0.9125,0.725,0.7875,0.7625,0.6875
89,0.9,1.1197695,918.3233,969.4247,-51.101462,0.9833333,1.3879676,0.65625,0.15625,0.9513889,0.09375,-626.45,-172.5,-271.28,NA,-172.5,-271.28,-221.89,0.7466667,0.8430368,0.8266667,0.9731577,0.8055556,0.9366125,0.6931818,0.7658943,790.2734,1143.7647,-353.49124,0.9901961,674.834,887.0462,-212.21222,0.9803922,863.4762,975.3536,-111.87746,0.9705882,0.775,0.8625,0.8,0.775,0.6125,0.7875,0.7125,0.825
98,0.7222222,0.8070098,1014.4386,1017.8816,-3.4430364,1,1.5707963,0.28125,0.125,0.90625,0.0625,-613.5,-268.59,-220.25,NA,NA,-220.25,-220.25,0.8266667,0.9731577,0.88,1.0758622,0.8055556,0.9366125,0.8409091,0.9989609,882.0628,1147.6689,-265.6061,0.9705882,721.7525,994.6757,-272.92317,0.9313725,877.4712,1024.4205,-146.94925,0.9803922,0.575,0.7125,0.9125,0.8875,0.675,0.625,0.6125,0.6
193,0.8222222,0.9653044,838.0736,817.3375,20.7360849,0.975,1.346721,0.65625,0.15625,0.9930556,0.03125,-473.3,-289.12,-259.82,NA,-289.12,-259.82,-274.47,0.7866667,0.9053911,0.8666667,1.0484815,0.8055556,0.9366125,0.875,1.0654358,931.5483,1327.2087,-395.66038,0.9705882,677.0433,902.4243,-225.38095,0.9803922,857.4972,1102.1923,-244.69509,0.9901961,0.8,0.8875,0.8875,0.8625,0.6,0.725,0.7,0.7125
104,0.8444444,1.0055271,727.5221,755.57,-28.0478846,0.9916667,1.4416071,0.34375,0.15625,0.9861111,0.03125,-503.98,-285.47,-228.93,NA,-285.47,-228.93,-257.2,0.68,0.7477626,0.7733333,0.8840821,0.8055556,0.9366125,0.7727273,0.8831267,891.2329,1157.0431,-265.81017,0.9705882,1018.0078,1206.9353,-188.92744,0.9901961,828.0771,939.9151,-111.83797,0.9901961,0.5125,0.7875,0.775,0.7875,0.7,0.675,0.65,0.75
110,0.7666667,0.8736332,834.423,843.1184,-8.6953636,0.9833333,1.3879676,0.8125,0.5,0.9965278,0.03125,-433.74,-241.73,-199.48,NA,-241.73,-199.48,-220.605,0.7866667,0.9053911,0.8666667,1.0484815,0.8333333,0.9851108,0.8409091,0.9989609,793.5836,1253.8802,-460.29669,0.9803922,682.7357,1010.8007,-328.06504,0.8627451,875.1907,1210.2424,-335.05166,0.8039216,0.6375,0.725,0.6875,0.7625,0.575,0.65,0.575,0.6125
36,0.8222222,0.9653044,942.3439,943.248,-0.9040854,0.9583333,1.2811093,0.71875,0.5625,0.9444444,0.1875,-540.07,-272.75,-190.5,-540.07,-272.75,-190.5,-334.44,0.5866667,0.6269366,0.76,0.8633131,0.8333333,0.9851108,0.9659091,1.3089323,647.0241,798.5663,-151.54219,0.9803922,534.6305,661.3271,-126.69667,0.9411765,877.6597,1134.5013,-256.84159,0.8333333,0.825,0.9,0.95,0.9125,0.6875,0.725,0.75,0.8125
30,0.7,0.7753975,1104.0563,1161.1375,-57.0812209,0.9416667,1.2275487,0.84375,0.65625,0.6875,0.3125,-617.77,-234.33,-367.03,-617.77,-234.33,-367.03,-406.3767,0.84,0.9972832,0.92,1.1680805,0.8333333,0.9851108,0.6704545,0.7348213,867.9467,1211.5863,-343.63955,0.9411765,1118.0149,1634.2024,-516.18747,0.9215686,1059.9478,1450.6744,-390.72663,0.8921569,0.6875,0.825,0.8,0.7375,0.7375,0.6875,0.6125,0.625
95,0.8222222,0.9653044,1045.9882,1060.5253,-14.5371095,0.9916667,1.4416071,0.59375,0.125,0.9826389,0.03125,-459.87,-266.46,-277.68,NA,NA,-277.68,-277.68,0.7733333,0.8840821,0.9466667,1.2427284,0.8333333,0.9851108,0.8636364,1.0424391,936.2951,1177.628,-241.33284,0.9901961,1159.4151,1285.0737,-125.6586,0.9509804,1102.1869,1576.7105,-474.52362,0.9313725,0.75,0.8125,0.7875,0.8875,0.625,0.775,0.675,0.725
22,0.8222222,0.9653044,1104.5533,1144.642,-40.0886955,0.95,1.2532359,0.4375,0.25,0.9270833,0.03125,-558.98,-406.85,-379.88,NA,-406.85,-379.88,-393.365,0.76,0.8633131,0.88,1.0758622,0.8333333,0.9851108,0.9545455,1.2681311,641.9967,845.1762,-203.17951,0.9607843,627.693,758.5019,-130.80894,0.9313725,1028.6269,1048.1097,-19.48274,0.9411765,0.6875,0.8,0.825,0.8875,0.725,0.825,0.825,0.8125
13,0.9555556,1.2715385,787.369,804.9509,-17.5819463,0.9916667,1.4416071,0.96875,0.8125,0.9097222,0.125,-400.89,-279.57,-277.25,NA,-279.57,NA,-279.57,0.72,0.8038023,0.88,1.0758622,0.8333333,0.9851108,0.9659091,1.3089323,678.3522,1026.9917,-348.63953,0.9803922,612.4923,875.0853,-262.59297,1,705.6237,823.6484,-118.0247,0.9411765,0.7625,0.825,0.8125,0.85,0.675,0.6125,0.775,0.85
10,0.7111111,0.7910773,984.9449,979.5418,5.4030987,0.9666667,1.3118748,0.6875,0.65625,0.9340278,0.125,-538.48,-288.82,-139.91,NA,-288.82,-139.91,NA,0.7466667,0.8430368,0.8666667,1.0484815,0.8333333,0.9851108,0.9090909,1.1410967,1175.3652,1658.9327,-483.56747,1,897.9991,1325.4362,-427.437,1,1115.0636,1419.5052,-304.44167,0.9509804,0.75,0.925,0.9,0.85,0.625,0.625,0.625,0.575
49,0.6333333,0.685853,912.4575,917.6347,-5.1771801,0.9916667,1.4416071,0.625,0.34375,0.8993056,0.09375,-438.7,-245.68,-179.47,NA,-245.68,-179.47,-212.575,0.7333333,0.823212,0.8533333,1.0223457,0.8333333,0.9851108,NA,NA,775.3472,1091.6111,-316.26389,0.9215686,963.54,1182.495,-218.955,0.9117647,926.2451,1205.9876,-279.74245,0.9705882,0.775,0.9,0.8125,0.775,0.6125,0.7375,0.7,0.7375
38,0.7777778,0.8911225,850.2524,838.8323,11.4201276,0.9916667,1.4416071,0.53125,0.625,0.8993056,0.46875,-572.1,-273.22,-35.47,-572.1,-273.22,-35.47,-293.5967,0.84,0.9972832,0.9333333,1.2035883,0.8333333,0.9851108,0.9431818,1.2320795,902.5768,1268.2972,-365.72039,0.9901961,900.0667,1289.5009,-389.43416,0.9803922,763.1178,964.2672,-201.1494,0.9705882,0.6625,0.8625,0.825,0.8875,NA,NA,NA,NA
124,0.5666667,0.6024546,1085.6798,1131.9758,-46.2959856,0.9666667,1.3118748,0.5625,0.25,0.78125,0.0625,-502.04,-154.32,-175.56,NA,-154.32,-175.56,-164.94,0.8266667,0.9731577,0.96,1.2870022,0.8333333,0.9851108,NA,NA,995.7352,1287.5876,-291.85238,0.9607843,793.8441,1104.34,-310.49587,1,828.7195,1050.1874,-221.4679,0.9705882,0.5125,0.5375,0.575,0.5625,0.5875,0.55,0.6375,0.6
23,0.7888889,0.9089988,836.2162,952.6555,-116.4392602,0.9,1.1197695,0.65625,0.1875,0.9722222,0.03125,-393.09,-223.26,-252.43,NA,-223.26,-252.43,-237.845,0.6533333,0.7119791,0.8,0.9272952,0.8333333,0.9851108,0.9204545,1.1692419,1008.857,1632.155,-623.29795,0.9509804,926.0936,1310.7532,-384.65967,0.9215686,698.3979,867.5755,-169.17764,0.9803922,0.85,0.925,0.9,0.9,0.7,0.65,0.7125,0.775
2,0.6,0.6435011,1003.5008,957.4162,46.0845547,0.95,1.2532359,0.84375,0.5625,0.9548611,0.09375,-472.11,-214.86,-206.16,NA,-214.86,-206.16,-210.51,0.7866667,0.9053911,0.7866667,0.9053911,0.8333333,0.9851108,0.8409091,0.9989609,848.115,1133.4188,-285.30381,0.9901961,663.7378,968.1355,-304.39768,0.9607843,740.2729,898.48,-158.20714,0.9803922,0.675,0.7,0.75,0.7875,0.55,0.5875,0.7,0.7875
6,0.9,1.1197695,1000.1625,1001.3435,-1.1810185,1,1.5707963,0.84375,0.40625,0.9826389,0.03125,-476.64,-174.59,-238.93,NA,-174.59,-238.93,-206.76,0.7333333,0.823212,0.88,1.0758622,0.8333333,0.9851108,0.7272727,0.8143399,1027.316,1363.959,-336.64305,0.9803922,762.8656,1185.0717,-422.20609,0.9705882,1012.194,1468.2464,-456.05241,0.9803922,0.7125,0.75,0.7625,0.8,0.5625,0.65,0.7,0.6875
152,0.9,1.1197695,833.1898,845.3375,-12.1477599,0.975,1.346721,0.28125,0.1875,0.9826389,0.03125,-459.47,-296.36,-178.39,NA,-296.36,-178.39,-237.375,0.7333333,0.823212,0.8666667,1.0484815,0.8333333,0.9851108,0.7840909,0.90123,740.9168,979.4024,-238.48555,1,706.474,768.9832,-62.50926,0.9705882,886.9707,1106.8709,-219.90019,0.9803922,0.775,0.85,0.9,0.8375,0.575,0.625,0.625,0.65
21,0.9444444,1.2359002,847.9556,872.0429,-24.0872321,0.9666667,1.3118748,0.25,0.09375,0.9375,0,NA,-320.42,-263.05,NA,NA,-263.05,-263.05,0.8133333,0.9498587,0.9333333,1.2035883,0.8333333,0.9851108,0.9090909,1.1410967,1011.0052,1239.7613,-228.75608,0.9607843,672.4323,848.6906,-176.25832,0.9215686,1066.0007,1235.2469,-169.24617,1,0.8625,0.9,0.925,0.9,0.675,0.7375,0.6625,0.7125
48,0.7666667,0.8736332,963.0083,921.0629,41.9454355,0.8916667,1.1010136,0.9375,0.9375,0.9270833,0.9375,-634.98,-371.98,-196.98,NA,NA,NA,NA,0.7733333,0.8840821,0.8933333,1.1047087,0.8611111,1.0374511,NA,NA,624.0751,1111.4797,-487.40464,0.9803922,562.5385,1007.1369,-444.59837,0.8529412,689.68,1057.2618,-367.58182,0.627451,0.725,0.7875,0.875,0.925,0.65,0.525,0.4375,0.575
87,0.4777778,0.4981233,658.68,809.438,-150.758,0.9166667,1.1596585,0.75,0.59375,0.9340278,0.375,-529.93,-212.71,-161.19,-529.93,-212.71,-161.19,-301.2767,0.5733333,0.6105685,0.7733333,0.8840821,0.8611111,1.0374511,0.7045455,0.7817824,956.9219,1254.3478,-297.4259,0.9607843,796.6726,1146.0014,-349.32879,0.9019608,659.009,914.6465,-255.63752,0.6764706,0.4125,0.4375,0.45,0.525,0.6125,0.6875,0.6,0.675
136,0.8222222,0.9653044,835.8041,819.0087,16.7954426,0.9083333,1.1392818,0.71875,0.5,0.75,0.46875,-569.55,-99.95,-44.32,-569.55,-99.95,-44.32,-237.94,0.7333333,0.823212,0.8666667,1.0484815,0.8611111,1.0374511,0.9090909,1.1410967,685.4308,953.8459,-268.41507,0.9215686,898.3838,1143.3638,-244.98001,0.9313725,762.8877,1096.7146,-333.82687,0.8235294,0.775,0.8625,0.8,0.7125,0.675,0.6625,0.7375,0.6625
146,0.6555556,0.7149181,1006.5773,1019.2498,-12.6725417,0.9916667,1.4416071,0.75,0.46875,0.9027778,0.0625,-474.67,-303.44,-307.49,NA,-303.44,-307.49,-305.465,0.8266667,0.9731577,0.9066667,1.135314,0.8611111,1.0374511,0.8636364,1.0424391,830.2105,1117.0268,-286.81631,0.9705882,925.9034,1089.7342,-163.83083,0.9411765,882.78,1358.1155,-475.33552,0.8627451,0.5625,0.4875,0.5375,0.4625,0.6,0.5375,0.6625,0.4875
173,0.6888889,0.7599551,937.8004,896.9538,40.8466141,0.9916667,1.4416071,0.09375,0,0.9756944,0.03125,-565.16,NA,-149.71,NA,NA,NA,NA,0.44,0.4555987,0.6133333,0.6602741,0.8611111,1.0374511,NA,NA,788.3317,1169.4976,-381.16596,0.9803922,576.951,1088.0564,-511.10538,0.9313725,733.3963,997.0111,-263.61489,0.8921569,0.4625,0.5125,0.5,0.4375,0.4375,0.4875,0.5375,0.525
80,0.7444444,0.8397024,1252.5974,1179.5975,72.9999074,0.9833333,1.3879676,0.78125,0.53125,0.9305556,0.0625,-458.3,-271.28,-269.37,NA,-271.28,-269.37,-270.325,0.8,0.9272952,0.88,1.0758622,0.8611111,1.0374511,0.9886364,1.4198975,898.0234,1239.164,-341.14059,0.9803922,718.6524,909.4376,-190.78526,0.9411765,965.0587,1125.423,-160.36426,0.9313725,NA,NA,NA,NA,0.575,0.725,0.7875,0.8
129,0.7333333,0.823212,916.2231,934.3807,-18.1575556,1,1.5707963,0.90625,0.5,0.9479167,0.15625,-488.65,-210.5,-293.8,-488.65,-210.5,NA,-349.575,0.6666667,0.7297277,0.8,0.9272952,0.8611111,1.0374511,0.7954545,0.9197573,790.514,1492.0126,-701.49862,0.9803922,872.9909,1187.5471,-314.55618,1,913.266,1268.5912,-355.3253,0.9313725,0.6,0.85,0.725,0.7875,0.7,0.7625,0.75,0.6875
66,0.9,1.1197695,924.0938,881.7177,42.3761214,0.9833333,1.3879676,0.4375,0.15625,0.9756944,0.0625,-504.83,-291.98,-247.12,NA,-291.98,-247.12,-269.55,0.6133333,0.6602741,0.76,0.8633131,0.8611111,1.0374511,0.8522727,1.0203148,833.8905,1130.0339,-296.14347,0.9705882,643.5032,899.3158,-255.81265,0.9803922,846.7639,1090.0751,-243.31124,0.9607843,0.9,0.9625,0.875,0.9625,0.7125,0.7125,0.725,0.7375
